,store,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,meals,open,hoursopen,pricesoda,pricefry,priceentree,nregisters,nregisters11,time,fte,change_fte
291,219.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,4.25,19.0,0.12,2.0,11.0,10.0,0.91,0.74,2.34,4.0,3.0,0.0,7.5,
292,220.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,15.0,2.0,4.25,13.0,0.25,2.0,11.0,10.0,1.06,0.95,2.77,5.0,3.0,0.0,10.5,
702,220.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,3.0,5.05,13.0,0.13,1.0,11.0,10.0,1.09,0.9,2.75,4.0,3.0,1.0,9.0,-1.5
293,221.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,3.0,4.6,13.0,0.25,1.0,11.0,11.0,1.02,0.95,2.56,4.0,3.0,0.0,15.0,
703,221.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,15.0,3.0,5.05,13.0,0.15,1.0,11.0,11.0,1.05,0.94,2.53,4.0,3.0,1.0,8.5,-6.5
704,222.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,15.0,3.0,5.05,26.0,0.2,2.0,10.0,11.5,1.01,1.01,0.89,3.0,1.0,1.0,9.5,-4.5
294,222.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,24.0,3.0,4.25,13.0,0.25,2.0,9.0,12.5,1.12,0.85,1.06,3.0,1.0,0.0,14.0,
705,223.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,20.0,3.0,5.05,28.0,0.25,2.0,7.0,15.0,1.01,1.01,0.94,3.0,2.0,1.0,13.0,1.0
295,223.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,18.0,3.0,4.75,13.0,0.25,2.0,6.0,16.0,,,,3.0,2.0,0.0,12.0,
706,225.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,12.0,25.0,4.0,5.05,4.0,0.1,2.0,6.0,17.0,1.01,1.01,0.94,5.0,3.0,1.0,24.5,8.0
296,225.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,3.0,4.75,13.0,0.2,2.0,6.0,17.0,1.06,0.91,0.91,6.0,3.0,0.0,16.5,
297,226.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,4.25,13.0,0.25,1.0,10.5,11.5,0.95,0.71,0.95,2.0,2.0,0.0,11.0,
707,226.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,2.0,5.3,52.0,0.15,1.0,10.5,10.5,1.0,0.85,0.94,2.0,2.0,1.0,13.0,2.0
708,228.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,11.0,19.0,3.0,5.05,,,1.0,10.5,12.5,1.0,0.84,0.89,2.0,,1.0,20.5,3.25
298,228.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.5,3.0,4.5,13.0,0.2,3.0,10.5,12.5,0.95,0.86,0.95,2.0,2.0,0.0,17.25,
299,229.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,40.0,3.0,4.5,26.0,0.1,2.0,8.5,13.5,0.95,0.95,1.06,5.0,4.0,0.0,23.0,
709,229.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,22.0,11.0,3.0,5.5,26.0,0.15,2.0,8.5,13.5,1.01,0.94,0.94,4.0,3.0,1.0,27.5,4.5
300,230.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,4.25,26.0,0.1,1.0,7.0,17.0,1.02,0.95,0.95,3.0,2.0,0.0,12.5,
710,230.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,15.0,17.0,3.0,5.05,26.0,0.18,1.0,7.0,17.0,1.05,0.94,0.94,3.0,2.0,1.0,23.5,11.0
86,231.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,10.0,3.0,,26.0,,2.0,7.0,16.0,1.02,1.02,0.95,2.0,2.0,0.0,,
496,231.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,16.0,6.0,4.0,5.05,4.0,0.25,1.0,7.0,16.0,0.9,0.95,0.95,3.0,1.0,1.0,19.0,
301,232.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,6.0,3.0,4.75,26.0,0.12,3.0,7.0,16.0,1.06,0.95,0.95,3.0,3.0,0.0,21.0,
711,232.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18.0,10.0,4.0,5.05,13.0,0.25,2.0,7.0,15.0,1.05,0.95,0.95,3.0,2.0,1.0,23.0,2.0
712,233.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,15.0,7.0,3.0,5.05,26.0,0.25,2.0,7.0,16.0,1.05,0.94,0.94,2.0,2.0,1.0,18.5,-4.0
302,233.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,7.0,3.0,4.65,13.0,0.32,2.0,7.0,16.0,1.17,0.95,0.95,2.0,2.0,0.0,22.5,
546,234.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,4.0,3.0,5.05,26.0,,2.0,7.0,16.0,1.04,1.01,0.58,3.0,2.0,1.0,12.0,7.0
136,234.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,3.0,5.0,26.0,,2.0,7.0,16.0,1.12,,0.49,2.0,2.0,0.0,5.0,
713,235.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,,28.0,3.0,5.05,28.0,0.5,2.0,8.0,15.0,1.11,1.11,1.03,4.0,2.0,1.0,,
303,235.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,17.0,1.0,4.25,26.0,0.21,2.0,7.0,16.0,1.02,0.95,1.04,3.0,2.0,0.0,13.5,
497,236.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,23.0,22.0,4.0,5.05,8.0,0.28,1.0,7.0,18.0,1.1,1.01,0.99,4.0,3.0,1.0,34.0,17.0
87,236.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,34.0,4.0,,17.0,,1.0,7.0,17.0,1.18,1.02,1.06,4.0,3.0,0.0,17.0,
304,237.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,11.0,4.0,4.25,13.0,0.25,2.0,7.0,16.0,1.11,0.95,1.01,2.0,2.0,0.0,17.5,
714,237.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,9.0,17.0,4.0,5.05,4.0,0.2,2.0,7.0,15.5,0.94,0.94,1.0,2.0,2.0,1.0,17.5,0.0
715,238.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,25.0,15.0,5.0,5.05,13.0,0.25,1.0,11.0,12.0,1.05,1.05,2.32,5.0,3.0,1.0,32.5,21.5
305,238.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,22.0,3.0,4.75,9.0,0.12,1.0,11.0,12.0,1.06,1.02,2.34,5.0,3.0,0.0,11.0,
306,239.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,4.0,3.0,4.25,13.0,0.25,1.0,10.5,13.5,1.05,0.95,2.74,5.0,3.0,0.0,17.0,
716,239.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,19.0,2.0,5.05,26.0,0.28,1.0,10.5,12.5,1.05,0.84,2.32,5.0,3.0,1.0,9.5,-7.5
547,240.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,15.0,3.0,5.05,26.0,0.15,2.0,6.0,17.0,1.1,1.0,1.05,6.0,4.0,1.0,22.5,-10.0
137,240.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,35.0,3.0,5.1,26.0,0.25,2.0,6.0,17.0,1.18,1.02,1.06,6.0,4.0,0.0,32.5,
548,241.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,,4.0,5.05,26.0,0.1,2.0,7.0,16.0,1.15,1.05,1.05,5.0,5.0,1.0,,
138,241.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15.0,25.0,4.0,5.0,13.0,0.37,2.0,7.0,16.0,1.12,1.02,1.06,5.0,5.0,0.0,27.5,
549,242.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,12.0,10.0,3.0,5.05,8.0,0.2,2.0,7.0,16.0,1.11,1.06,1.05,6.0,4.0,1.0,17.0,-13.0
139,242.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,10.0,3.0,5.25,13.0,0.25,2.0,6.0,17.0,1.1,1.02,1.06,5.0,4.0,0.0,30.0,
307,243.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,25.0,3.0,4.5,8.0,0.25,2.0,6.0,16.5,1.07,1.02,0.74,6.0,3.0,0.0,19.5,
717,243.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,7.0,22.0,3.0,5.05,26.0,0.1,2.0,7.0,15.5,1.11,1.06,1.05,6.0,2.0,1.0,18.0,-1.5
718,244.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,16.0,12.0,6.0,5.05,26.0,0.25,2.0,7.0,17.0,1.11,1.12,1.05,5.0,3.0,1.0,22.0,-5.0
308,244.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0,30.0,3.0,4.25,4.0,0.25,2.0,6.0,18.0,1.17,1.12,1.02,4.0,3.0,0.0,27.0,
550,245.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,12.0,4.0,5.05,26.0,,1.0,8.5,13.0,1.11,1.11,1.05,5.0,1.0,1.0,14.0,-5.0
140,245.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,15.0,8.0,3.0,5.5,,,1.0,8.5,13.5,1.2,1.02,1.02,4.0,2.0,0.0,19.0,
719,247.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,40.0,4.0,5.05,,,2.0,10.5,15.5,1.11,1.09,2.07,2.0,2.0,1.0,20.0,0.0
309,247.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,40.0,4.0,4.5,13.0,0.1,2.0,10.5,15.5,1.06,1.05,1.06,2.0,2.0,0.0,20.0,
310,248.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0,16.0,6.0,4.75,13.0,0.37,2.0,10.0,16.0,1.17,0.95,0.85,2.0,2.0,0.0,16.0,
720,248.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,10.0,14.0,6.0,5.05,26.0,0.25,2.0,10.0,16.0,1.37,0.95,2.03,2.0,1.0,1.0,17.0,1.0
721,249.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,10.0,12.0,3.0,5.05,4.0,0.1,1.0,7.0,15.0,1.01,1.01,0.94,3.0,2.0,1.0,16.0,7.0
311,249.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,4.0,4.37,4.0,0.25,1.0,7.0,15.0,1.13,1.06,0.95,3.0,2.0,0.0,9.0,
722,250.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,2.0,4.0,3.0,5.05,6.0,0.25,1.0,11.0,10.0,0.94,0.84,2.52,5.0,3.0,1.0,4.0,1.0
312,250.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,4.5,13.0,0.3,1.0,11.0,10.0,0.85,,,4.0,1.0,0.0,3.0,
723,253.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,8.0,6.0,5.05,52.0,0.23,2.0,7.0,16.0,1.23,1.11,2.28,3.0,2.0,1.0,8.0,-2.5
313,253.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,4.87,52.0,,2.0,7.0,13.0,1.23,1.06,2.3,2.0,2.0,0.0,10.5,
498,254.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,28.0,10.0,3.0,5.25,8.0,0.2,1.0,7.0,15.0,1.0,0.85,1.05,2.0,2.0,1.0,33.0,8.0
88,254.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,10.0,3.0,,16.0,,1.0,7.0,16.0,1.06,0.86,1.06,2.0,2.0,0.0,25.0,
499,255.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,8.0,12.0,2.0,,52.0,0.14,1.0,7.0,14.0,1.0,0.85,2.11,2.0,2.0,1.0,14.0,7.0
89,255.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,,52.0,0.27,1.0,7.0,14.0,1.01,0.79,0.85,2.0,2.0,0.0,7.0,
724,257.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,
314,257.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,20.0,10.0,3.0,4.25,39.0,0.2,2.0,7.0,16.0,1.02,0.88,0.91,2.0,2.0,0.0,25.0,
315,258.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,3.0,4.25,8.0,0.15,2.0,7.0,16.0,1.06,0.92,0.9,3.0,3.0,0.0,15.0,
725,258.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,20.0,18.0,3.0,5.05,13.0,,2.0,6.0,18.0,1.08,0.94,0.84,3.0,3.0,1.0,29.0,14.0
551,259.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,15.0,15.0,4.0,5.05,,,2.0,7.5,14.5,1.05,,0.84,3.0,3.0,1.0,22.5,3.5
141,259.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,4.0,5.0,4.0,0.25,2.0,7.5,14.5,1.02,0.85,0.85,3.0,3.0,0.0,19.0,
316,260.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,20.0,4.0,4.25,4.0,0.17,2.0,7.0,16.0,1.06,0.93,0.88,4.0,2.0,0.0,20.0,
726,260.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,26.0,5.0,5.05,8.0,0.28,2.0,7.0,16.0,1.09,0.94,0.93,3.0,3.0,1.0,17.0,-3.0
727,262.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,22.5,3.0,5.05,,0.25,2.0,6.5,17.5,1.08,1.02,0.87,3.0,3.0,1.0,11.25,-2.25
317,262.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,3.0,4.25,13.0,0.25,2.0,6.5,16.5,1.06,0.95,1.06,4.0,4.0,0.0,13.5,
318,264.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,2.0,4.25,13.0,0.25,3.0,7.0,15.0,1.02,0.88,0.91,2.0,2.0,0.0,5.0,
728,264.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,5.0,5.05,14.0,,2.0,7.0,16.0,1.05,1.11,0.94,3.0,3.0,1.0,11.5,6.5
319,265.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,1.0,4.25,26.0,0.15,2.0,7.0,16.0,1.02,0.88,0.94,3.0,3.0,0.0,10.0,
729,265.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,-10.0
320,267.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,20.0,3.0,4.25,26.0,0.22,2.0,7.0,16.0,0.9,0.8,0.8,3.0,2.0,0.0,16.5,
730,267.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,30.0,25.0,5.0,5.05,26.0,0.2,3.0,7.0,16.0,1.05,0.88,0.91,3.0,2.0,1.0,42.5,26.0
552,268.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,42.5,2.0,5.05,26.0,0.25,2.0,7.0,15.0,0.94,0.78,0.84,4.0,4.0,1.0,21.25,2.25
142,268.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,18.0,4.0,5.0,26.0,0.17,2.0,7.0,15.0,1.02,0.85,0.85,5.0,4.0,0.0,19.0,
731,269.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,4.0,5.05,26.0,0.17,2.0,11.0,11.0,0.94,0.73,2.32,4.0,3.0,1.0,11.5,4.5
321,269.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,4.45,13.0,0.12,2.0,11.0,10.0,0.95,0.69,1.5,4.0,3.0,0.0,7.0,
143,271.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,2.0,5.0,13.0,0.1,2.0,11.0,11.0,1.02,0.79,2.34,4.0,2.0,0.0,6.5,
553,271.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,3.0,5.05,8.0,0.1,2.0,11.0,12.0,0.9,0.73,2.28,4.0,3.0,1.0,7.5,1.0
144,272.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,11.0,3.0,5.05,4.0,0.2,1.0,11.0,11.0,0.95,0.74,2.34,4.0,2.0,0.0,9.5,
554,272.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,3.0,5.25,26.0,0.2,2.0,11.0,12.0,0.94,0.73,2.32,4.0,3.0,1.0,9.0,-0.5
322,273.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0,4.62,13.0,0.2,1.0,11.0,10.0,0.95,0.74,2.34,4.0,3.0,0.0,9.0,
732,273.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,3.0,5.05,6.0,0.18,1.0,11.0,10.0,0.95,0.74,2.32,4.0,3.0,1.0,7.5,-1.5
555,274.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,7.0,3.0,5.05,26.0,0.2,1.0,11.0,11.0,,,2.32,,,1.0,6.5,-1.0
145,274.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,5.5,26.0,0.12,2.0,11.0,10.0,0.91,0.74,2.34,4.0,3.0,0.0,7.5,
733,275.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,2.0,5.05,13.0,0.39,1.0,11.0,10.5,0.94,0.73,2.32,4.0,2.0,1.0,5.0,-1.0
323,275.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.25,9.0,0.25,2.0,11.0,11.0,0.95,0.79,2.34,4.0,3.0,0.0,6.0,
556,276.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,15.0,3.0,5.05,26.0,0.28,3.0,11.0,12.0,0.95,0.73,2.32,5.0,3.0,1.0,12.5,2.5
146,276.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,3.0,5.0,26.0,0.25,2.0,11.0,10.5,0.95,0.74,2.19,4.0,3.0,0.0,10.0,
324,277.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,3.0,4.25,9.0,0.25,3.0,11.0,10.0,0.95,0.85,2.34,3.0,3.0,0.0,9.5,
734,277.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,3.0,5.05,,,1.0,11.0,10.0,0.94,0.73,2.32,3.0,3.0,1.0,8.0,-1.5
325,278.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,4.25,3.0,0.25,2.0,11.0,10.0,0.95,0.74,2.19,4.0,3.0,0.0,5.0,
735,278.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,4.0,5.05,,,1.0,11.0,11.0,0.95,0.73,2.32,5.0,3.0,1.0,4.5,-0.5
736,282.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,-9.0
326,282.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,3.0,4.25,13.0,0.13,2.0,6.0,16.0,1.06,0.91,0.79,4.0,3.0,0.0,9.0,
737,284.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,12.0,3.0,5.05,26.0,0.28,2.0,6.0,16.0,1.01,1.01,0.94,4.0,3.0,1.0,12.0,-4.5
327,284.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,23.0,4.0,4.5,13.0,0.25,2.0,6.0,16.0,1.02,0.91,0.91,5.0,4.0,0.0,16.5,
738,285.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,15.0,3.0,5.05,52.0,0.13,2.0,6.0,16.0,1.01,1.01,1.01,4.0,2.0,1.0,10.5,-5.0
328,285.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,25.0,3.0,4.75,4.0,0.25,2.0,6.0,16.0,1.02,0.91,0.8,4.0,2.0,0.0,15.5,
739,286.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,3.0,5.05,26.0,0.18,2.0,10.0,11.5,1.02,1.01,0.94,2.0,1.0,1.0,9.5,1.0
329,286.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,3.0,4.75,13.0,0.25,2.0,10.0,11.5,1.12,,0.95,2.0,1.0,0.0,8.5,
330,287.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,18.0,3.0,4.5,13.0,0.17,2.0,6.0,16.0,1.06,0.91,0.95,5.0,3.0,0.0,12.0,
740,287.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,15.0,3.0,5.05,4.0,0.15,2.0,6.0,16.0,1.01,1.01,0.94,5.0,3.0,1.0,9.5,-2.5
331,288.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,3.0,4.75,,0.25,2.0,6.0,16.0,1.02,0.95,0.95,6.0,4.0,0.0,10.0,
741,288.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,9.0,3.0,5.05,19.0,0.15,2.0,6.0,16.0,1.01,1.01,0.89,5.0,2.0,1.0,9.5,-0.5
332,289.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,2.0,4.25,13.0,0.2,2.0,6.0,16.0,1.02,0.95,0.95,5.0,3.0,0.0,8.0,
742,289.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,10.0,2.0,5.05,26.0,0.25,2.0,7.0,15.0,1.01,1.01,2.0,6.0,3.0,1.0,8.0,0.0
333,290.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,3.0,4.75,26.0,0.1,3.0,10.5,12.5,0.95,0.89,0.95,2.0,2.0,0.0,14.0,
743,290.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,5.05,,,1.0,10.5,11.5,1.0,0.85,0.94,2.0,2.0,1.0,11.5,-2.5
334,291.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,3.0,4.55,16.0,0.12,1.0,10.5,11.5,0.95,0.86,0.95,2.0,2.0,0.0,14.0,
744,291.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,16.0,3.0,5.1,17.0,0.1,2.0,10.5,11.5,1.0,0.85,0.94,2.0,2.0,1.0,13.0,-1.0
335,292.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,15.0,3.0,4.8,26.0,0.12,1.0,7.0,16.0,0.95,0.92,0.95,2.0,1.0,0.0,17.5,
745,292.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,15.0,11.0,3.0,5.05,52.0,0.25,1.0,7.0,16.0,1.0,0.84,2.69,2.0,2.0,1.0,20.5,3.0
500,294.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,35.0,3.0,5.05,26.0,0.2,2.0,7.0,16.0,1.05,0.94,0.94,3.0,2.0,1.0,17.5,0.0
90,294.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,35.0,3.0,,26.0,0.2,2.0,7.0,16.0,1.06,0.95,0.95,3.0,3.0,0.0,17.5,
746,295.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,21.0,4.0,5.05,28.0,0.18,2.0,6.0,18.0,1.05,0.94,0.94,3.0,3.0,1.0,,
336,295.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,9.0,3.0,4.75,26.0,0.12,2.0,6.5,16.5,1.06,0.95,0.95,3.0,3.0,0.0,12.5,
557,296.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,9.0,6.0,5.05,13.0,,2.0,7.0,16.0,1.05,0.94,1.0,3.0,2.0,1.0,8.5,-4.5
147,296.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,4.0,5.3,26.0,0.25,2.0,7.0,16.0,1.06,0.95,1.01,3.0,3.0,0.0,13.0,
747,297.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,15.0,30.0,4.0,5.05,26.0,0.15,2.0,7.0,16.0,1.05,0.94,0.98,3.0,2.0,1.0,30.0,13.5
